datum;pegel;wasserstand
2020-06-26 10:41:48;Langlingen;361
2020-06-26 10:41:48;Celle;113
2020-06-26 10:41:48;Marklendorf;114
2020-06-26 10:41:48;Ahlden;37 
2020-06-26 10:41:48;Rethem;67 
2020-06-26 10:41:48;Eitze;239
2020-06-26 11:41:54;Grafhorst;152
2020-06-26 11:41:54;Brenneckenbrück;139
2020-06-26 11:41:54;Langlingen;360
2020-06-26 11:41:54;Celle;113
2020-06-26 11:41:54;Marklendorf;112
2020-06-26 11:41:54;Ahlden;37 
2020-06-26 11:41:54;Rethem;67 
2020-06-26 11:41:54;Eitze;239
2020-06-26 12:42:01;Grafhorst;152
2020-06-26 12:42:01;Brenneckenbrück;138
2020-06-26 12:42:01;Langlingen;359
2020-06-26 12:42:01;Celle;114
2020-06-26 12:42:01;Marklendorf;111
2020-06-26 12:42:01;Ahlden;37 
2020-06-26 12:42:01;Rethem;67 
2020-06-26 12:42:01;Eitze;240
2020-06-26 13:42:08;Grafhorst;151
2020-06-26 13:42:08;Brenneckenbrück;140
2020-06-26 13:42:08;Langlingen;358
2020-06-26 13:42:08;Celle;123
2020-06-26 13:42:08;Marklendorf;109
2020-06-26 13:42:08;Ahlden;37 
2020-06-26 13:42:08;Rethem;66 
2020-06-26 13:42:08;Eitze;240
2020-06-26 14:42:14;Grafhorst;151
2020-06-26 14:42:14;Brenneckenbrück;137
2020-06-26 14:42:14;Langlingen;352
2020-06-26 14:42:14;Celle;134
2020-06-26 14:42:14;Marklendorf;107
2020-06-26 14:42:14;Ahlden;Kei
2020-06-26 14:42:14;Rethem;66 
2020-06-26 14:42:14;Eitze;240
2020-06-26 15:42:20;Grafhorst;151
2020-06-26 15:42:20;Brenneckenbrück;138
2020-06-26 15:42:20;Langlingen;352
2020-06-26 15:42:20;Celle;138
2020-06-26 15:42:20;Marklendorf;105
2020-06-26 15:42:20;Ahlden;36 
2020-06-26 15:42:20;Rethem;66 
2020-06-26 15:42:20;Eitze;240
2020-06-26 16:42:26;Grafhorst;151
2020-06-26 16:42:26;Brenneckenbrück;136
2020-06-26 16:42:26;Langlingen;352
2020-06-26 16:42:26;Celle;138
2020-06-26 16:42:26;Marklendorf;109
2020-06-26 16:42:26;Ahlden;36 
2020-06-26 16:42:26;Rethem;66 
2020-06-26 16:42:26;Eitze;238
2020-06-26 17:42:33;Grafhorst;151
2020-06-26 17:42:33;Brenneckenbrück;135
2020-06-26 17:42:33;Langlingen;351
2020-06-26 17:42:33;Celle;131
2020-06-26 17:42:33;Marklendorf;110
2020-06-26 17:42:33;Ahlden;36 
2020-06-26 17:42:33;Rethem;66 
2020-06-26 17:42:33;Eitze;238
2020-06-26 18:42:39;Grafhorst;151
2020-06-26 18:42:39;Brenneckenbrück;135
2020-06-26 18:42:39;Langlingen;351
2020-06-26 18:42:39;Celle;125
2020-06-26 18:42:39;Marklendorf;115
2020-06-26 18:42:39;Ahlden;36 
2020-06-26 18:42:39;Rethem;66 
2020-06-26 18:42:39;Eitze;238
2020-06-26 19:42:44;Grafhorst;151
2020-06-26 19:42:44;Brenneckenbrück;134
2020-06-26 19:42:44;Langlingen;351
2020-06-26 19:42:44;Celle;123
2020-06-26 19:42:44;Marklendorf;119
2020-06-26 19:42:44;Ahlden;36 
2020-06-26 19:42:44;Rethem;66 
2020-06-26 19:42:44;Eitze;239
2020-06-26 20:42:50;Grafhorst;152
2020-06-26 20:42:50;Brenneckenbrück;133
2020-06-26 20:42:50;Langlingen;351
2020-06-26 20:42:50;Celle;120
2020-06-26 20:42:50;Marklendorf;118
2020-06-26 20:42:50;Ahlden;35 
2020-06-26 20:42:50;Rethem;66 
2020-06-26 20:42:50;Eitze;238
2020-06-26 21:42:57;Grafhorst;152
2020-06-26 21:42:57;Brenneckenbrück;133
2020-06-26 21:42:57;Langlingen;351
2020-06-26 21:42:57;Celle;121
2020-06-26 21:42:57;Marklendorf;118
2020-06-26 21:42:57;Ahlden;35 
2020-06-26 21:42:57;Rethem;66 
2020-06-26 21:42:57;Eitze;240
2020-06-26 22:43:02;Grafhorst;152
2020-06-26 22:43:02;Brenneckenbrück;132
2020-06-26 22:43:02;Langlingen;351
2020-06-26 22:43:02;Celle;120
2020-06-26 22:43:02;Marklendorf;115
2020-06-26 22:43:02;Ahlden;35 
2020-06-26 22:43:02;Rethem;65 
2020-06-26 22:43:02;Eitze;240
2020-06-26 23:43:09;Grafhorst;152
2020-06-26 23:43:09;Brenneckenbrück;132
2020-06-26 23:43:09;Langlingen;352
2020-06-26 23:43:09;Celle;119
2020-06-26 23:43:09;Marklendorf;114
2020-06-26 23:43:09;Ahlden;35 
2020-06-26 23:43:09;Rethem;65 
2020-06-26 23:43:09;Eitze;240
2020-06-27 00:43:16;Grafhorst;152
2020-06-27 00:43:16;Brenneckenbrück;131
2020-06-27 00:43:16;Langlingen;351
2020-06-27 00:43:16;Celle;119
2020-06-27 00:43:16;Marklendorf;114
2020-06-27 00:43:16;Ahlden;35 
2020-06-27 00:43:16;Rethem;65 
2020-06-27 00:43:16;Eitze;240
2020-06-27 01:43:23;Grafhorst;151
2020-06-27 01:43:23;Brenneckenbrück;133
2020-06-27 01:43:23;Langlingen;351
2020-06-27 01:43:23;Celle;119
2020-06-27 01:43:23;Marklendorf;114
2020-06-27 01:43:23;Ahlden;35 
2020-06-27 01:43:23;Rethem;65 
2020-06-27 01:43:23;Eitze;239
2020-06-27 02:43:29;Grafhorst;151
2020-06-27 02:43:29;Brenneckenbrück;131
2020-06-27 02:43:29;Langlingen;351
2020-06-27 02:43:29;Celle;118
2020-06-27 02:43:29;Marklendorf;114
2020-06-27 02:43:29;Ahlden;Kei
2020-06-27 02:43:29;Rethem;65 
2020-06-27 02:43:29;Eitze;239
2020-06-27 03:43:35;Grafhorst;151
2020-06-27 03:43:35;Brenneckenbrück;130
2020-06-27 03:43:35;Langlingen;351
2020-06-27 03:43:35;Celle;117
2020-06-27 03:43:35;Marklendorf;112
2020-06-27 03:43:35;Ahlden;35 
2020-06-27 03:43:35;Rethem;65 
2020-06-27 03:43:35;Eitze;237
2020-06-27 04:43:41;Grafhorst;152
2020-06-27 04:43:41;Brenneckenbrück;130
2020-06-27 04:43:41;Langlingen;351
2020-06-27 04:43:41;Celle;118
2020-06-27 04:43:41;Marklendorf;114
2020-06-27 04:43:41;Ahlden;35 
2020-06-27 04:43:41;Rethem;65 
2020-06-27 04:43:41;Eitze;238
2020-06-27 05:43:47;Grafhorst;152
2020-06-27 05:43:47;Brenneckenbrück;130
2020-06-27 05:43:47;Langlingen;352
2020-06-27 05:43:47;Celle;118
2020-06-27 05:43:47;Marklendorf;113
2020-06-27 05:43:47;Ahlden;35 
2020-06-27 05:43:47;Rethem;65 
2020-06-27 05:43:47;Eitze;238
2020-06-27 06:43:54;Grafhorst;152
2020-06-27 06:43:54;Brenneckenbrück;129
2020-06-27 06:43:54;Langlingen;351
2020-06-27 06:43:54;Celle;118
2020-06-27 06:43:54;Marklendorf;112
2020-06-27 06:43:54;Ahlden;35 
2020-06-27 06:43:54;Rethem;65 
2020-06-27 06:43:54;Eitze;238
2020-06-27 07:43:59;Grafhorst;152
2020-06-27 07:43:59;Brenneckenbrück;129
2020-06-27 07:43:59;Langlingen;352
2020-06-27 07:43:59;Celle;118
2020-06-27 07:43:59;Marklendorf;112
2020-06-27 07:43:59;Ahlden;35 
2020-06-27 07:43:59;Rethem;65 
2020-06-27 07:43:59;Eitze;239
2020-06-27 08:44:06;Grafhorst;151
2020-06-27 08:44:06;Brenneckenbrück;128
2020-06-27 08:44:06;Langlingen;352
2020-06-27 08:44:06;Celle;117
2020-06-27 08:44:06;Marklendorf;108
2020-06-27 08:44:06;Ahlden;35 
2020-06-27 08:44:06;Rethem;65 
2020-06-27 08:44:06;Eitze;238
2020-06-27 09:44:14;Grafhorst;151
2020-06-27 09:44:14;Brenneckenbrück;128
2020-06-27 09:44:14;Langlingen;351
2020-06-27 09:44:14;Celle;118
2020-06-27 09:44:14;Marklendorf;111
2020-06-27 09:44:14;Ahlden;35 
2020-06-27 09:44:14;Rethem;65 
2020-06-27 09:44:14;Eitze;239
2020-06-27 10:44:21;Grafhorst;151
2020-06-27 10:44:21;Brenneckenbrück;128
2020-06-27 10:44:21;Langlingen;352
2020-06-27 10:44:21;Celle;119
2020-06-27 10:44:21;Marklendorf;109
2020-06-27 10:44:21;Ahlden;35 
2020-06-27 10:44:21;Rethem;65 
2020-06-27 10:44:21;Eitze;239
2020-06-27 11:44:28;Grafhorst;151
2020-06-27 11:44:28;Brenneckenbrück;128
2020-06-27 11:44:28;Langlingen;350
2020-06-27 11:44:28;Celle;119
2020-06-27 11:44:28;Marklendorf;108
2020-06-27 11:44:28;Ahlden;35 
2020-06-27 11:44:28;Rethem;65 
2020-06-27 11:44:28;Eitze;238
2020-06-27 12:44:34;Grafhorst;151
2020-06-27 12:44:34;Brenneckenbrück;128
2020-06-27 12:44:34;Langlingen;349
2020-06-27 12:44:34;Celle;118
2020-06-27 12:44:34;Marklendorf;108
2020-06-27 12:44:34;Ahlden;35 
2020-06-27 12:44:34;Rethem;65 
2020-06-27 12:44:34;Eitze;238
2020-06-27 13:44:41;Grafhorst;151
2020-06-27 13:44:41;Brenneckenbrück;131
2020-06-27 13:44:41;Langlingen;349
2020-06-27 13:44:41;Celle;118
2020-06-27 13:44:41;Marklendorf;111
2020-06-27 13:44:41;Ahlden;35 
2020-06-27 13:44:41;Rethem;65 
2020-06-27 13:44:41;Eitze;237
2020-06-27 14:44:47;Grafhorst;151
2020-06-27 14:44:47;Brenneckenbrück;129
2020-06-27 14:44:47;Langlingen;348
2020-06-27 14:44:47;Celle;116
2020-06-27 14:44:47;Marklendorf;108
2020-06-27 14:44:47;Ahlden;34 
2020-06-27 14:44:47;Rethem;64 
2020-06-27 14:44:47;Eitze;237
2020-06-27 15:44:56;Grafhorst;151
2020-06-27 15:44:56;Brenneckenbrück;129
2020-06-27 15:44:56;Langlingen;348
2020-06-27 15:44:56;Celle;117
2020-06-27 15:44:56;Marklendorf;113
2020-06-27 15:44:56;Ahlden;34 
2020-06-27 15:44:56;Rethem;64 
2020-06-27 15:44:56;Eitze;238
2020-06-27 16:45:01;Grafhorst;151
2020-06-27 16:45:01;Brenneckenbrück;129
2020-06-27 16:45:01;Langlingen;348
2020-06-27 16:45:01;Celle;112
2020-06-27 16:45:01;Marklendorf;110
2020-06-27 16:45:01;Ahlden;34 
2020-06-27 16:45:01;Rethem;64 
2020-06-27 16:45:01;Eitze;238
2020-06-27 17:45:16;Grafhorst;151
2020-06-27 17:45:16;Brenneckenbrück;129
2020-06-27 17:45:16;Langlingen;349
2020-06-27 17:45:16;Celle;111
2020-06-27 17:45:16;Marklendorf;110
2020-06-27 17:45:16;Ahlden;34 
2020-06-27 17:45:16;Rethem;64 
2020-06-27 17:45:16;Eitze;238
2020-06-27 18:45:35;Grafhorst;151
2020-06-27 18:45:35;Brenneckenbrück;130
2020-06-27 18:45:35;Langlingen;352
2020-06-27 18:45:35;Celle;111
2020-06-27 18:45:35;Marklendorf;111
2020-06-27 18:45:35;Ahlden;34 
2020-06-27 18:45:35;Rethem;64 
2020-06-27 18:45:35;Eitze;239
2020-06-27 19:45:56;Grafhorst;151
2020-06-27 19:45:56;Brenneckenbrück;130
2020-06-27 19:45:56;Langlingen;354
2020-06-27 19:45:56;Celle;108
2020-06-27 19:45:56;Marklendorf;111
2020-06-27 19:45:56;Ahlden;34 
2020-06-27 19:45:56;Rethem;64 
2020-06-27 19:45:56;Eitze;239
2020-06-27 20:46:16;Grafhorst;151
2020-06-27 20:46:16;Brenneckenbrück;130
2020-06-27 20:46:16;Langlingen;355
2020-06-27 20:46:16;Celle;107
2020-06-27 20:46:16;Marklendorf;107
2020-06-27 20:46:16;Ahlden;34 
2020-06-27 20:46:16;Rethem;64 
2020-06-27 20:46:16;Eitze;237
2020-06-27 21:46:23;Grafhorst;151
2020-06-27 21:46:23;Brenneckenbrück;130
2020-06-27 21:46:23;Langlingen;355
2020-06-27 21:46:23;Celle;108
2020-06-27 21:46:23;Marklendorf;110
2020-06-27 21:46:23;Ahlden;34 
2020-06-27 21:46:23;Rethem;64 
2020-06-27 21:46:23;Eitze;238
2020-06-27 22:46:31;Grafhorst;151
2020-06-27 22:46:31;Brenneckenbrück;130
2020-06-27 22:46:31;Langlingen;355
2020-06-27 22:46:31;Celle;108
2020-06-27 22:46:31;Marklendorf;108
2020-06-27 22:46:31;Ahlden;34 
2020-06-27 22:46:31;Rethem;63 
2020-06-27 22:46:31;Eitze;238
2020-06-27 23:46:38;Grafhorst;151
2020-06-27 23:46:38;Brenneckenbrück;130
2020-06-27 23:46:38;Langlingen;355
2020-06-27 23:46:38;Celle;109
2020-06-27 23:46:38;Marklendorf;106
2020-06-27 23:46:38;Ahlden;34 
2020-06-27 23:46:38;Rethem;63 
2020-06-27 23:46:38;Eitze;237
2020-06-28 00:47:01;Grafhorst;151
2020-06-28 00:47:01;Brenneckenbrück;130
2020-06-28 00:47:01;Langlingen;355
2020-06-28 00:47:01;Celle;110
2020-06-28 00:47:01;Marklendorf;103
2020-06-28 00:47:01;Ahlden;34 
2020-06-28 00:47:01;Rethem;63 
2020-06-28 00:47:01;Eitze;238
2020-06-28 01:47:12;Grafhorst;151
2020-06-28 01:47:12;Brenneckenbrück;130
2020-06-28 01:47:12;Langlingen;354
2020-06-28 01:47:12;Celle;114
2020-06-28 01:47:12;Marklendorf;102
2020-06-28 01:47:12;Ahlden;34 
2020-06-28 01:47:12;Rethem;63 
2020-06-28 01:47:12;Eitze;237
2020-06-28 02:47:30;Grafhorst;151
2020-06-28 02:47:30;Brenneckenbrück;130
2020-06-28 02:47:30;Langlingen;354
2020-06-28 02:47:30;Celle;116
2020-06-28 02:47:30;Marklendorf;100
2020-06-28 02:47:30;Ahlden;33 
2020-06-28 02:47:30;Rethem;63 
2020-06-28 02:47:30;Eitze;237
2020-06-28 03:47:47;Grafhorst;151
2020-06-28 03:47:47;Brenneckenbrück;132
2020-06-28 03:47:47;Langlingen;354
2020-06-28 03:47:47;Celle;116
2020-06-28 03:47:47;Marklendorf;97 
2020-06-28 03:47:47;Ahlden;33 
2020-06-28 03:47:47;Rethem;63 
2020-06-28 03:47:47;Eitze;236
2020-06-28 04:48:05;Grafhorst;151
2020-06-28 04:48:05;Brenneckenbrück;129
2020-06-28 04:48:05;Langlingen;354
2020-06-28 04:48:05;Celle;120
2020-06-28 04:48:05;Marklendorf;96 
2020-06-28 04:48:05;Ahlden;33 
2020-06-28 04:48:05;Rethem;63 
2020-06-28 04:48:05;Eitze;237
2020-06-28 05:48:16;Grafhorst;151
2020-06-28 05:48:16;Brenneckenbrück;132
2020-06-28 05:48:16;Langlingen;354
2020-06-28 05:48:16;Celle;120
2020-06-28 05:48:16;Marklendorf;95 
2020-06-28 05:48:16;Ahlden;33 
2020-06-28 05:48:16;Rethem;63 
2020-06-28 05:48:16;Eitze;237
2020-06-28 06:48:32;Grafhorst;151
2020-06-28 06:48:32;Brenneckenbrück;129
2020-06-28 06:48:32;Langlingen;354
2020-06-28 06:48:32;Celle;120
2020-06-28 06:48:32;Marklendorf;96 
2020-06-28 06:48:32;Ahlden;33 
2020-06-28 06:48:32;Rethem;63 
2020-06-28 06:48:32;Eitze;238
2020-06-28 07:48:54;Grafhorst;151
2020-06-28 07:48:54;Brenneckenbrück;131
2020-06-28 07:48:54;Langlingen;353
2020-06-28 07:48:54;Celle;119
2020-06-28 07:48:54;Marklendorf;97 
2020-06-28 07:48:54;Ahlden;33 
2020-06-28 07:48:54;Rethem;63 
2020-06-28 07:48:54;Eitze;238
2020-06-28 08:49:26;Grafhorst;150
2020-06-28 08:49:26;Brenneckenbrück;129
2020-06-28 08:49:26;Langlingen;353
2020-06-28 08:49:26;Celle;118
2020-06-28 08:49:26;Marklendorf;95 
2020-06-28 08:49:26;Ahlden;31 
2020-06-28 08:49:26;Rethem;63 
2020-06-28 08:49:26;Eitze;237
2020-06-28 09:49:41;Grafhorst;151
2020-06-28 09:49:41;Brenneckenbrück;128
2020-06-28 09:49:41;Langlingen;353
2020-06-28 09:49:41;Celle;119
2020-06-28 09:49:41;Marklendorf;98 
2020-06-28 09:49:41;Ahlden;31 
2020-06-28 09:49:41;Rethem;62 
2020-06-28 09:49:41;Eitze;238
2020-06-28 10:50:00;Grafhorst;150
2020-06-28 10:50:00;Brenneckenbrück;128
2020-06-28 10:50:00;Langlingen;353
2020-06-28 10:50:00;Celle;120
2020-06-28 10:50:00;Marklendorf;98 
2020-06-28 10:50:00;Ahlden;31 
2020-06-28 10:50:00;Rethem;62 
2020-06-28 10:50:00;Eitze;237
2020-06-28 11:50:21;Grafhorst;151
2020-06-28 11:50:21;Brenneckenbrück;131
2020-06-28 11:50:21;Langlingen;353
2020-06-28 11:50:21;Celle;119
2020-06-28 11:50:21;Marklendorf;100
2020-06-28 11:50:21;Ahlden;31 
2020-06-28 11:50:21;Rethem;62 
2020-06-28 11:50:21;Eitze;237
2020-06-28 12:50:39;Grafhorst;151
2020-06-28 12:50:39;Brenneckenbrück;128
2020-06-28 12:50:39;Langlingen;353
2020-06-28 12:50:39;Celle;120
2020-06-28 12:50:39;Marklendorf;101
2020-06-28 12:50:39;Ahlden;31 
2020-06-28 12:50:39;Rethem;62 
2020-06-28 12:50:39;Eitze;237
2020-06-28 13:50:53;Grafhorst;151
2020-06-28 13:50:53;Brenneckenbrück;129
2020-06-28 13:50:53;Langlingen;353
2020-06-28 13:50:53;Celle;119
2020-06-28 13:50:53;Marklendorf;100
2020-06-28 13:50:53;Ahlden;31 
2020-06-28 13:50:53;Rethem;62 
2020-06-28 13:50:53;Eitze;238
2020-06-28 14:51:06;Grafhorst;151
2020-06-28 14:51:06;Brenneckenbrück;131
2020-06-28 14:51:06;Langlingen;353
2020-06-28 14:51:06;Celle;117
2020-06-28 14:51:06;Marklendorf;95 
2020-06-28 14:51:06;Ahlden;30 
2020-06-28 14:51:06;Rethem;61 
2020-06-28 14:51:06;Eitze;236
2020-06-28 15:51:14;Grafhorst;151
2020-06-28 15:51:14;Brenneckenbrück;128
2020-06-28 15:51:14;Langlingen;353
2020-06-28 15:51:14;Celle;119
2020-06-28 15:51:14;Marklendorf;97 
2020-06-28 15:51:14;Ahlden;30 
2020-06-28 15:51:14;Rethem;61 
2020-06-28 15:51:14;Eitze;237
2020-06-28 16:51:21;Grafhorst;151
2020-06-28 16:51:21;Brenneckenbrück;128
2020-06-28 16:51:21;Langlingen;353
2020-06-28 16:51:21;Celle;119
2020-06-28 16:51:21;Marklendorf;104
2020-06-28 16:51:21;Ahlden;30 
2020-06-28 16:51:21;Rethem;61 
2020-06-28 16:51:21;Eitze;238
2020-06-28 17:51:26;Grafhorst;151
2020-06-28 17:51:26;Brenneckenbrück;130
2020-06-28 17:51:26;Langlingen;353
2020-06-28 17:51:26;Celle;119
2020-06-28 17:51:26;Marklendorf;100
2020-06-28 17:51:26;Ahlden;30 
2020-06-28 17:51:26;Rethem;60 
2020-06-28 17:51:26;Eitze;238
2020-06-28 18:51:34;Grafhorst;151
2020-06-28 18:51:34;Brenneckenbrück;127
2020-06-28 18:51:34;Langlingen;353
2020-06-28 18:51:34;Celle;119
2020-06-28 18:51:34;Marklendorf;103
2020-06-28 18:51:34;Ahlden;30 
2020-06-28 18:51:34;Rethem;60 
2020-06-28 18:51:34;Eitze;237
2020-06-28 19:51:40;Grafhorst;151
2020-06-28 19:51:40;Brenneckenbrück;127
2020-06-28 19:51:40;Langlingen;353
2020-06-28 19:51:40;Celle;119
2020-06-28 19:51:40;Marklendorf;103
2020-06-28 19:51:40;Ahlden;30 
2020-06-28 19:51:40;Rethem;60 
2020-06-28 19:51:40;Eitze;237
2020-06-28 20:51:45;Grafhorst;151
2020-06-28 20:51:45;Brenneckenbrück;127
2020-06-28 20:51:45;Langlingen;353
2020-06-28 20:51:45;Celle;118
2020-06-28 20:51:45;Marklendorf;99 
2020-06-28 20:51:45;Ahlden;31 
2020-06-28 20:51:45;Rethem;60 
2020-06-28 20:51:45;Eitze;236
2020-06-28 21:51:51;Grafhorst;151
2020-06-28 21:51:51;Brenneckenbrück;126
2020-06-28 21:51:51;Langlingen;352
2020-06-28 21:51:51;Celle;119
2020-06-28 21:51:51;Marklendorf;102
2020-06-28 21:51:51;Ahlden;31 
2020-06-28 21:51:51;Rethem;60 
2020-06-28 21:51:51;Eitze;236
2020-06-28 22:51:58;Grafhorst;151
2020-06-28 22:51:58;Brenneckenbrück;129
2020-06-28 22:51:58;Langlingen;353
2020-06-28 22:51:58;Celle;119
2020-06-28 22:51:58;Marklendorf;102
2020-06-28 22:51:58;Ahlden;31 
2020-06-28 22:51:58;Rethem;60 
2020-06-28 22:51:58;Eitze;236
2020-06-28 23:52:05;Grafhorst;151
2020-06-28 23:52:05;Brenneckenbrück;126
2020-06-28 23:52:05;Langlingen;353
2020-06-28 23:52:05;Celle;119
2020-06-28 23:52:05;Marklendorf;102
2020-06-28 23:52:05;Ahlden;31 
2020-06-28 23:52:05;Rethem;60 
2020-06-28 23:52:05;Eitze;236
2020-06-29 00:52:10;Grafhorst;150
2020-06-29 00:52:10;Brenneckenbrück;126
2020-06-29 00:52:10;Langlingen;353
2020-06-29 00:52:10;Celle;119
2020-06-29 00:52:10;Marklendorf;102
2020-06-29 00:52:10;Ahlden;31 
2020-06-29 00:52:10;Rethem;60 
2020-06-29 00:52:10;Eitze;236
2020-06-29 01:52:19;Grafhorst;150
2020-06-29 01:52:19;Brenneckenbrück;129
2020-06-29 01:52:19;Langlingen;352
2020-06-29 01:52:19;Celle;119
2020-06-29 01:52:19;Marklendorf;102
2020-06-29 01:52:19;Ahlden;31 
2020-06-29 01:52:19;Rethem;60 
2020-06-29 01:52:19;Eitze;236
2020-06-29 02:52:27;Grafhorst;150
2020-06-29 02:52:27;Brenneckenbrück;126
2020-06-29 02:52:27;Langlingen;353
2020-06-29 02:52:27;Celle;117
2020-06-29 02:52:27;Marklendorf;101
2020-06-29 02:52:27;Ahlden;31 
2020-06-29 02:52:27;Rethem;60 
2020-06-29 02:52:27;Eitze;236
2020-06-29 03:52:33;Grafhorst;150
2020-06-29 03:52:33;Brenneckenbrück;128
2020-06-29 03:52:33;Langlingen;353
2020-06-29 03:52:33;Celle;117
2020-06-29 03:52:33;Marklendorf;101
2020-06-29 03:52:33;Ahlden;31 
2020-06-29 03:52:33;Rethem;60 
2020-06-29 03:52:33;Eitze;237
2020-06-29 04:52:39;Grafhorst;150
2020-06-29 04:52:39;Brenneckenbrück;125
2020-06-29 04:52:39;Langlingen;353
2020-06-29 04:52:39;Celle;119
2020-06-29 04:52:39;Marklendorf;104
2020-06-29 04:52:39;Ahlden;31 
2020-06-29 04:52:39;Rethem;60 
2020-06-29 04:52:39;Eitze;237
2020-06-29 05:52:44;Grafhorst;150
2020-06-29 05:52:44;Brenneckenbrück;125
2020-06-29 05:52:44;Langlingen;352
2020-06-29 05:52:44;Celle;119
2020-06-29 05:52:44;Marklendorf;104
2020-06-29 05:52:44;Ahlden;31 
2020-06-29 05:52:44;Rethem;60 
2020-06-29 05:52:44;Eitze;236
2020-06-29 06:52:50;Grafhorst;150
2020-06-29 06:52:50;Brenneckenbrück;125
2020-06-29 06:52:50;Langlingen;352
2020-06-29 06:52:50;Celle;118
2020-06-29 06:52:50;Marklendorf;104
2020-06-29 06:52:50;Ahlden;31 
2020-06-29 06:52:50;Rethem;60 
2020-06-29 06:52:50;Eitze;236
2020-06-29 07:52:55;Grafhorst;150
2020-06-29 07:52:55;Brenneckenbrück;125
2020-06-29 07:52:55;Langlingen;352
2020-06-29 07:52:55;Celle;118
2020-06-29 07:52:55;Marklendorf;104
2020-06-29 07:52:55;Ahlden;31 
2020-06-29 07:52:55;Rethem;60 
2020-06-29 07:52:55;Eitze;236
2020-06-29 08:53:00;Grafhorst;150
2020-06-29 08:53:00;Brenneckenbrück;125
2020-06-29 08:53:00;Langlingen;352
2020-06-29 08:53:00;Celle;117
2020-06-29 08:53:00;Marklendorf;102
2020-06-29 08:53:00;Ahlden;30 
2020-06-29 08:53:00;Rethem;60 
2020-06-29 08:53:00;Eitze;234
2020-06-29 09:53:05;Grafhorst;150
2020-06-29 09:53:05;Brenneckenbrück;127
2020-06-29 09:53:05;Langlingen;353
2020-06-29 09:53:05;Celle;119
2020-06-29 09:53:05;Marklendorf;105
2020-06-29 09:53:05;Ahlden;30 
2020-06-29 09:53:05;Rethem;60 
2020-06-29 09:53:05;Eitze;235
2020-06-29 10:53:12;Grafhorst;150
2020-06-29 10:53:12;Brenneckenbrück;127
2020-06-29 10:53:12;Langlingen;353
2020-06-29 10:53:12;Celle;119
2020-06-29 10:53:12;Marklendorf;105
2020-06-29 10:53:12;Ahlden;30 
2020-06-29 10:53:12;Rethem;60 
2020-06-29 10:53:12;Eitze;236
2020-06-29 11:53:19;Grafhorst;150
2020-06-29 11:53:19;Brenneckenbrück;124
2020-06-29 11:53:19;Langlingen;353
2020-06-29 11:53:19;Celle;118
2020-06-29 11:53:19;Marklendorf;105
2020-06-29 11:53:19;Ahlden;30 
2020-06-29 11:53:19;Rethem;60 
2020-06-29 11:53:19;Eitze;236
2020-06-29 12:53:24;Grafhorst;150
2020-06-29 12:53:24;Brenneckenbrück;124
2020-06-29 12:53:24;Langlingen;353
2020-06-29 12:53:24;Celle;118
2020-06-29 12:53:24;Marklendorf;105
2020-06-29 12:53:24;Ahlden;30 
2020-06-29 12:53:24;Rethem;60 
2020-06-29 12:53:24;Eitze;237
2020-06-29 13:53:33;Grafhorst;150
2020-06-29 13:53:33;Brenneckenbrück;124
2020-06-29 13:53:33;Langlingen;353
2020-06-29 13:53:33;Celle;118
2020-06-29 13:53:33;Marklendorf;105
2020-06-29 13:53:33;Ahlden;30 
2020-06-29 13:53:33;Rethem;60 
2020-06-29 13:53:33;Eitze;238
2020-06-29 14:53:40;Grafhorst;150
2020-06-29 14:53:40;Brenneckenbrück;125
2020-06-29 14:53:40;Langlingen;352
2020-06-29 14:53:40;Celle;117
2020-06-29 14:53:40;Marklendorf;103
2020-06-29 14:53:40;Ahlden;30 
2020-06-29 14:53:40;Rethem;59 
2020-06-29 14:53:40;Eitze;237
2020-06-29 15:53:47;Grafhorst;150
2020-06-29 15:53:47;Brenneckenbrück;125
2020-06-29 15:53:47;Langlingen;353
2020-06-29 15:53:47;Celle;119
2020-06-29 15:53:47;Marklendorf;106
2020-06-29 15:53:47;Ahlden;30 
2020-06-29 15:53:47;Rethem;59 
2020-06-29 15:53:47;Eitze;237
2020-06-29 16:53:54;Grafhorst;150
2020-06-29 16:53:54;Brenneckenbrück;128
2020-06-29 16:53:54;Langlingen;353
2020-06-29 16:53:54;Celle;119
2020-06-29 16:53:54;Marklendorf;105
2020-06-29 16:53:54;Ahlden;30 
2020-06-29 16:53:54;Rethem;59 
2020-06-29 16:53:54;Eitze;237
2020-06-29 17:54:03;Grafhorst;150
2020-06-29 17:54:03;Brenneckenbrück;125
2020-06-29 17:54:03;Langlingen;353
2020-06-29 17:54:03;Celle;118
2020-06-29 17:54:03;Marklendorf;105
2020-06-29 17:54:03;Ahlden;30 
2020-06-29 17:54:03;Rethem;59 
2020-06-29 17:54:03;Eitze;235
2020-06-29 18:54:09;Grafhorst;150
2020-06-29 18:54:09;Brenneckenbrück;125
2020-06-29 18:54:09;Langlingen;353
2020-06-29 18:54:09;Celle;118
2020-06-29 18:54:09;Marklendorf;104
2020-06-29 18:54:09;Ahlden;30 
2020-06-29 18:54:09;Rethem;59 
2020-06-29 18:54:09;Eitze;235
2020-06-29 19:54:19;Grafhorst;150
2020-06-29 19:54:19;Brenneckenbrück;125
2020-06-29 19:54:19;Langlingen;353
2020-06-29 19:54:19;Celle;119
