datum;pegel;wasserstand
2021-02-05 13:38:24;Eitze;413
2021-02-05 14:38:34;Grafhorst;109
2021-02-05 14:38:34;Brenneckenbrück;265
2021-02-05 14:38:34;Langlingen;382
2021-02-05 14:38:34;Celle;292
2021-02-05 14:38:34;Marklendorf;215
2021-02-05 14:38:34;Ahlden;273
2021-02-05 14:38:34;Rethem;295
2021-02-05 14:38:34;Eitze;414
2021-02-05 15:38:45;Grafhorst;103
2021-02-05 15:38:45;Brenneckenbrück;266
2021-02-05 15:38:45;Langlingen;381
2021-02-05 15:38:45;Celle;293
2021-02-05 15:38:45;Marklendorf;219
2021-02-05 15:38:45;Ahlden;274
2021-02-05 15:38:45;Rethem;296
2021-02-05 15:38:45;Eitze;416
2021-02-05 16:39:00;Grafhorst;104
2021-02-05 16:39:00;Brenneckenbrück;266
2021-02-05 16:39:00;Langlingen;381
2021-02-05 16:39:00;Celle;294
2021-02-05 16:39:00;Marklendorf;216
2021-02-05 16:39:00;Ahlden;274
2021-02-05 16:39:00;Rethem;298
2021-02-05 16:39:00;Eitze;418
2021-02-05 17:39:10;Grafhorst;103
2021-02-05 17:39:10;Brenneckenbrück;266
2021-02-05 17:39:10;Langlingen;381
2021-02-05 17:39:10;Celle;294
2021-02-05 17:39:10;Marklendorf;215
2021-02-05 17:39:10;Ahlden;275
2021-02-05 17:39:10;Rethem;300
2021-02-05 17:39:10;Eitze;420
2021-02-05 18:39:25;Grafhorst;101
2021-02-05 18:39:25;Brenneckenbrück;266
2021-02-05 18:39:25;Langlingen;381
2021-02-05 18:39:25;Celle;295
2021-02-05 18:39:25;Marklendorf;218
2021-02-05 18:39:25;Ahlden;275
2021-02-05 18:39:25;Rethem;301
2021-02-05 18:39:25;Eitze;422
2021-02-05 19:39:37;Grafhorst;98 
2021-02-05 19:39:37;Brenneckenbrück;266
2021-02-05 19:39:37;Langlingen;382
2021-02-05 19:39:37;Celle;295
2021-02-05 19:39:37;Marklendorf;217
2021-02-05 19:39:37;Ahlden;276
2021-02-05 19:39:37;Rethem;302
2021-02-05 19:39:37;Eitze;423
2021-02-05 20:39:44;Grafhorst;97 
2021-02-05 20:39:44;Brenneckenbrück;266
2021-02-05 20:39:44;Langlingen;382
2021-02-05 20:39:44;Celle;296
2021-02-05 20:39:44;Marklendorf;221
2021-02-05 20:39:44;Ahlden;276
2021-02-05 20:39:44;Rethem;304
2021-02-05 20:39:44;Eitze;425
2021-02-05 21:39:55;Grafhorst;95 
2021-02-05 21:39:55;Brenneckenbrück;266
2021-02-05 21:39:55;Langlingen;382
2021-02-05 21:39:55;Celle;296
2021-02-05 21:39:55;Marklendorf;220
2021-02-05 21:39:55;Ahlden;277
2021-02-05 21:39:55;Rethem;305
2021-02-05 21:39:55;Eitze;426
2021-02-05 22:40:07;Grafhorst;93 
2021-02-05 22:40:07;Brenneckenbrück;267
2021-02-05 22:40:07;Langlingen;382
2021-02-05 22:40:07;Celle;296
2021-02-05 22:40:07;Marklendorf;221
2021-02-05 22:40:07;Ahlden;278
2021-02-05 22:40:07;Rethem;306
2021-02-05 22:40:07;Eitze;428
2021-02-05 23:40:17;Grafhorst;93 
2021-02-05 23:40:17;Brenneckenbrück;267
2021-02-05 23:40:17;Langlingen;383
2021-02-05 23:40:17;Celle;296
2021-02-05 23:40:17;Marklendorf;220
2021-02-05 23:40:17;Ahlden;278
2021-02-05 23:40:17;Rethem;306
2021-02-05 23:40:17;Eitze;430
2021-02-06 00:40:24;Grafhorst;92 
2021-02-06 00:40:24;Brenneckenbrück;266
2021-02-06 00:40:24;Langlingen;383
2021-02-06 00:40:24;Celle;297
2021-02-06 00:40:24;Marklendorf;223
2021-02-06 00:40:24;Ahlden;278
2021-02-06 00:40:24;Rethem;307
2021-02-06 00:40:24;Eitze;430
2021-02-06 01:40:41;Grafhorst;91 
2021-02-06 01:40:41;Brenneckenbrück;267
2021-02-06 01:40:41;Langlingen;382
2021-02-06 01:40:41;Celle;297
2021-02-06 01:40:41;Marklendorf;222
2021-02-06 01:40:41;Ahlden;279
2021-02-06 01:40:41;Rethem;308
2021-02-06 01:40:41;Eitze;432
2021-02-06 02:40:47;Grafhorst;90 
2021-02-06 02:40:47;Brenneckenbrück;266
2021-02-06 02:40:47;Langlingen;382
2021-02-06 02:40:47;Celle;297
2021-02-06 02:40:47;Marklendorf;222
2021-02-06 02:40:47;Ahlden;279
2021-02-06 02:40:47;Rethem;308
2021-02-06 02:40:47;Eitze;432
2021-02-06 03:40:58;Grafhorst;90 
2021-02-06 03:40:58;Brenneckenbrück;266
2021-02-06 03:40:58;Langlingen;382
2021-02-06 03:40:58;Celle;297
2021-02-06 03:40:58;Marklendorf;221
2021-02-06 03:40:58;Ahlden;280
2021-02-06 03:40:58;Rethem;309
2021-02-06 03:40:58;Eitze;433
2021-02-06 04:41:08;Grafhorst;89 
2021-02-06 04:41:08;Brenneckenbrück;267
2021-02-06 04:41:08;Langlingen;382
2021-02-06 04:41:08;Celle;297
2021-02-06 04:41:08;Marklendorf;222
2021-02-06 04:41:08;Ahlden;280
2021-02-06 04:41:08;Rethem;309
2021-02-06 04:41:08;Eitze;433
2021-02-06 05:41:13;Grafhorst;89 
2021-02-06 05:41:13;Brenneckenbrück;267
2021-02-06 05:41:13;Langlingen;383
2021-02-06 05:41:13;Celle;298
2021-02-06 05:41:13;Marklendorf;221
2021-02-06 05:41:13;Ahlden;280
2021-02-06 05:41:13;Rethem;310
2021-02-06 05:41:13;Eitze;434
2021-02-06 06:41:19;Grafhorst;88 
2021-02-06 06:41:19;Brenneckenbrück;267
2021-02-06 06:41:19;Langlingen;383
2021-02-06 06:41:19;Celle;299
2021-02-06 06:41:19;Marklendorf;223
2021-02-06 06:41:19;Ahlden;280
2021-02-06 06:41:19;Rethem;310
2021-02-06 06:41:19;Eitze;436
2021-02-06 07:41:24;Grafhorst;88 
2021-02-06 07:41:24;Brenneckenbrück;266
2021-02-06 07:41:24;Langlingen;383
2021-02-06 07:41:24;Celle;299
2021-02-06 07:41:24;Marklendorf;222
2021-02-06 07:41:24;Ahlden;280
2021-02-06 07:41:24;Rethem;310
2021-02-06 07:41:24;Eitze;436
2021-02-06 08:41:32;Grafhorst;87 
2021-02-06 08:41:32;Brenneckenbrück;267
2021-02-06 08:41:32;Langlingen;383
2021-02-06 08:41:32;Celle;298
2021-02-06 08:41:32;Marklendorf;223
2021-02-06 08:41:32;Ahlden;280
2021-02-06 08:41:32;Rethem;311
2021-02-06 08:41:32;Eitze;436
2021-02-06 09:41:45;Grafhorst;87 
2021-02-06 09:41:45;Brenneckenbrück;266
2021-02-06 09:41:45;Langlingen;384
2021-02-06 09:41:45;Celle;298
2021-02-06 09:41:45;Marklendorf;223
2021-02-06 09:41:45;Ahlden;280
2021-02-06 09:41:45;Rethem;311
2021-02-06 09:41:45;Eitze;437
2021-02-06 10:41:50;Grafhorst;86 
2021-02-06 10:41:50;Brenneckenbrück;266
2021-02-06 10:41:50;Langlingen;384
2021-02-06 10:41:50;Celle;299
2021-02-06 10:41:50;Marklendorf;224
2021-02-06 10:41:50;Ahlden;280
2021-02-06 10:41:50;Rethem;311
2021-02-06 10:41:50;Eitze;437
2021-02-06 11:41:58;Grafhorst;86 
2021-02-06 11:41:58;Brenneckenbrück;266
2021-02-06 11:41:58;Langlingen;384
2021-02-06 11:41:58;Celle;299
2021-02-06 11:41:58;Marklendorf;224
2021-02-06 11:41:58;Ahlden;280
2021-02-06 11:41:58;Rethem;312
2021-02-06 11:41:58;Eitze;438
2021-02-06 12:42:09;Grafhorst;86 
2021-02-06 12:42:09;Brenneckenbrück;266
2021-02-06 12:42:09;Langlingen;384
2021-02-06 12:42:09;Celle;299
2021-02-06 12:42:09;Marklendorf;224
2021-02-06 12:42:09;Ahlden;280
2021-02-06 12:42:09;Rethem;312
2021-02-06 12:42:09;Eitze;438
2021-02-06 13:42:28;Grafhorst;85 
2021-02-06 13:42:28;Brenneckenbrück;266
2021-02-06 13:42:28;Langlingen;384
2021-02-06 13:42:28;Celle;299
2021-02-06 13:42:28;Marklendorf;223
2021-02-06 13:42:28;Ahlden;280
2021-02-06 13:42:28;Rethem;312
2021-02-06 13:42:28;Eitze;438
2021-02-06 14:43:05;Grafhorst;85 
2021-02-06 14:43:05;Brenneckenbrück;266
2021-02-06 14:43:05;Langlingen;384
2021-02-06 14:43:05;Celle;299
2021-02-06 14:43:05;Marklendorf;223
2021-02-06 14:43:05;Ahlden;280
2021-02-06 14:43:05;Rethem;312
2021-02-06 14:43:05;Eitze;438
2021-02-06 15:43:21;Grafhorst;84 
2021-02-06 15:43:21;Brenneckenbrück;265
2021-02-06 15:43:21;Langlingen;384
2021-02-06 15:43:21;Celle;299
2021-02-06 15:43:21;Marklendorf;222
2021-02-06 15:43:21;Ahlden;280
2021-02-06 15:43:21;Rethem;312
2021-02-06 15:43:21;Eitze;439
2021-02-06 16:43:28;Grafhorst;84 
2021-02-06 16:43:28;Brenneckenbrück;265
2021-02-06 16:43:28;Langlingen;385
2021-02-06 16:43:28;Celle;298
2021-02-06 16:43:28;Marklendorf;223
2021-02-06 16:43:28;Ahlden;280
2021-02-06 16:43:28;Rethem;312
2021-02-06 16:43:28;Eitze;439
2021-02-06 17:43:43;Grafhorst;84 
2021-02-06 17:43:43;Brenneckenbrück;265
2021-02-06 17:43:43;Langlingen;385
2021-02-06 17:43:43;Celle;298
2021-02-06 17:43:43;Marklendorf;223
2021-02-06 17:43:43;Ahlden;280
2021-02-06 17:43:43;Rethem;312
2021-02-06 17:43:43;Eitze;439
2021-02-06 18:43:54;Grafhorst;83 
2021-02-06 18:43:54;Brenneckenbrück;265
2021-02-06 18:43:54;Langlingen;385
2021-02-06 18:43:54;Celle;298
2021-02-06 18:43:54;Marklendorf;224
2021-02-06 18:43:54;Ahlden;280
2021-02-06 18:43:54;Rethem;312
2021-02-06 18:43:54;Eitze;439
2021-02-06 19:44:04;Grafhorst;83 
2021-02-06 19:44:04;Brenneckenbrück;264
2021-02-06 19:44:04;Langlingen;385
2021-02-06 19:44:04;Celle;297
2021-02-06 19:44:04;Marklendorf;224
2021-02-06 19:44:04;Ahlden;280
2021-02-06 19:44:04;Rethem;313
2021-02-06 19:44:04;Eitze;440
2021-02-06 20:44:13;Grafhorst;83 
2021-02-06 20:44:13;Brenneckenbrück;264
2021-02-06 20:44:13;Langlingen;385
2021-02-06 20:44:13;Celle;298
2021-02-06 20:44:13;Marklendorf;224
2021-02-06 20:44:13;Ahlden;280
2021-02-06 20:44:13;Rethem;313
2021-02-06 20:44:13;Eitze;440
2021-02-06 21:44:25;Grafhorst;82 
2021-02-06 21:44:25;Brenneckenbrück;264
2021-02-06 21:44:25;Langlingen;385
2021-02-06 21:44:25;Celle;298
2021-02-06 21:44:25;Marklendorf;223
2021-02-06 21:44:25;Ahlden;280
2021-02-06 21:44:25;Rethem;313
2021-02-06 21:44:25;Eitze;440
2021-02-06 22:44:33;Grafhorst;82 
2021-02-06 22:44:33;Brenneckenbrück;263
2021-02-06 22:44:33;Langlingen;385
2021-02-06 22:44:33;Celle;298
2021-02-06 22:44:33;Marklendorf;223
2021-02-06 22:44:33;Ahlden;280
2021-02-06 22:44:33;Rethem;313
2021-02-06 22:44:33;Eitze;440
2021-02-06 23:44:41;Grafhorst;82 
2021-02-06 23:44:41;Brenneckenbrück;263
2021-02-06 23:44:41;Langlingen;385
2021-02-06 23:44:41;Celle;298
2021-02-06 23:44:41;Marklendorf;224
2021-02-06 23:44:41;Ahlden;280
2021-02-06 23:44:41;Rethem;313
2021-02-06 23:44:41;Eitze;440
2021-02-07 00:44:49;Grafhorst;82 
2021-02-07 00:44:49;Brenneckenbrück;262
2021-02-07 00:44:49;Langlingen;385
2021-02-07 00:44:49;Celle;298
2021-02-07 00:44:49;Marklendorf;224
2021-02-07 00:44:49;Ahlden;279
2021-02-07 00:44:49;Rethem;312
2021-02-07 00:44:49;Eitze;440
2021-02-07 01:44:55;Grafhorst;81 
2021-02-07 01:44:55;Brenneckenbrück;262
2021-02-07 01:44:55;Langlingen;385
2021-02-07 01:44:55;Celle;297
2021-02-07 01:44:55;Marklendorf;223
2021-02-07 01:44:55;Ahlden;278
2021-02-07 01:44:55;Rethem;312
2021-02-07 01:44:55;Eitze;440
2021-02-07 02:45:01;Grafhorst;81 
2021-02-07 02:45:01;Brenneckenbrück;261
2021-02-07 02:45:01;Langlingen;384
2021-02-07 02:45:01;Celle;297
2021-02-07 02:45:01;Marklendorf;222
2021-02-07 02:45:01;Ahlden;278
2021-02-07 02:45:01;Rethem;312
2021-02-07 02:45:01;Eitze;440
2021-02-07 03:45:12;Grafhorst;81 
2021-02-07 03:45:12;Brenneckenbrück;261
2021-02-07 03:45:12;Langlingen;384
2021-02-07 03:45:12;Celle;297
2021-02-07 03:45:12;Marklendorf;222
2021-02-07 03:45:12;Ahlden;278
2021-02-07 03:45:12;Rethem;312
2021-02-07 03:45:12;Eitze;440
2021-02-07 04:45:31;Grafhorst;81 
2021-02-07 04:45:31;Brenneckenbrück;260
2021-02-07 04:45:31;Langlingen;384
2021-02-07 04:45:31;Celle;297
2021-02-07 04:45:31;Marklendorf;223
2021-02-07 04:45:31;Ahlden;278
2021-02-07 04:45:31;Rethem;312
2021-02-07 04:45:31;Eitze;440
2021-02-07 05:45:49;Grafhorst;80 
2021-02-07 05:45:49;Brenneckenbrück;260
2021-02-07 05:45:49;Langlingen;384
2021-02-07 05:45:49;Celle;297
2021-02-07 05:45:49;Marklendorf;223
2021-02-07 05:45:49;Ahlden;278
2021-02-07 05:45:49;Rethem;312
2021-02-07 05:45:49;Eitze;440
2021-02-07 06:46:14;Grafhorst;80 
2021-02-07 06:46:14;Brenneckenbrück;259
2021-02-07 06:46:14;Langlingen;383
2021-02-07 06:46:14;Celle;296
2021-02-07 06:46:14;Marklendorf;223
2021-02-07 06:46:14;Ahlden;277
2021-02-07 06:46:14;Rethem;311
2021-02-07 06:46:14;Eitze;440
2021-02-07 07:46:52;Grafhorst;80 
2021-02-07 07:46:52;Brenneckenbrück;258
2021-02-07 07:46:52;Langlingen;383
2021-02-07 07:46:52;Celle;295
2021-02-07 07:46:52;Marklendorf;222
2021-02-07 07:46:52;Ahlden;276
2021-02-07 07:46:52;Rethem;311
2021-02-07 07:46:52;Eitze;440
2021-02-07 08:47:27;Grafhorst;79 
2021-02-07 08:47:27;Brenneckenbrück;258
2021-02-07 08:47:27;Langlingen;383
2021-02-07 08:47:27;Celle;293
2021-02-07 08:47:27;Marklendorf;223
2021-02-07 08:47:27;Ahlden;275
2021-02-07 08:47:27;Rethem;310
2021-02-07 08:47:27;Eitze;440
2021-02-07 09:48:01;Grafhorst;79 
2021-02-07 09:48:01;Brenneckenbrück;257
2021-02-07 09:48:01;Langlingen;383
2021-02-07 09:48:01;Celle;292
2021-02-07 09:48:01;Marklendorf;222
2021-02-07 09:48:01;Ahlden;275
2021-02-07 09:48:01;Rethem;310
2021-02-07 09:48:01;Eitze;440
2021-02-07 10:48:19;Grafhorst;78 
2021-02-07 10:48:19;Brenneckenbrück;255
2021-02-07 10:48:19;Langlingen;382
2021-02-07 10:48:19;Celle;291
2021-02-07 10:48:19;Marklendorf;221
2021-02-07 10:48:19;Ahlden;274
2021-02-07 10:48:19;Rethem;310
2021-02-07 10:48:19;Eitze;440
2021-02-07 11:48:32;Grafhorst;77 
2021-02-07 11:48:32;Brenneckenbrück;254
2021-02-07 11:48:32;Langlingen;382
2021-02-07 11:48:32;Celle;291
2021-02-07 11:48:32;Marklendorf;221
2021-02-07 11:48:32;Ahlden;274
2021-02-07 11:48:32;Rethem;310
2021-02-07 11:48:32;Eitze;440
2021-02-07 12:48:56;Grafhorst;76 
2021-02-07 12:48:56;Brenneckenbrück;252
2021-02-07 12:48:56;Langlingen;381
2021-02-07 12:48:56;Celle;291
2021-02-07 12:48:56;Marklendorf;222
2021-02-07 12:48:56;Ahlden;274
2021-02-07 12:48:56;Rethem;310
2021-02-07 12:48:56;Eitze;440
2021-02-07 13:49:12;Grafhorst;75 
2021-02-07 13:49:12;Brenneckenbrück;251
2021-02-07 13:49:12;Langlingen;380
2021-02-07 13:49:12;Celle;290
2021-02-07 13:49:12;Marklendorf;218
2021-02-07 13:49:12;Ahlden;274
2021-02-07 13:49:12;Rethem;309
2021-02-07 13:49:12;Eitze;440
2021-02-07 14:49:27;Grafhorst;75 
2021-02-07 14:49:27;Brenneckenbrück;249
2021-02-07 14:49:27;Langlingen;380
2021-02-07 14:49:27;Celle;290
2021-02-07 14:49:27;Marklendorf;216
2021-02-07 14:49:27;Ahlden;272
2021-02-07 14:49:27;Rethem;309
2021-02-07 14:49:27;Eitze;440
2021-02-07 15:49:44;Grafhorst;76 
2021-02-07 15:49:44;Brenneckenbrück;247
2021-02-07 15:49:44;Langlingen;379
2021-02-07 15:49:44;Celle;289
2021-02-07 15:49:44;Marklendorf;216
2021-02-07 15:49:44;Ahlden;272
2021-02-07 15:49:44;Rethem;309
2021-02-07 15:49:44;Eitze;440
2021-02-07 16:50:03;Grafhorst;75 
2021-02-07 16:50:03;Brenneckenbrück;244
2021-02-07 16:50:03;Langlingen;379
2021-02-07 16:50:03;Celle;289
2021-02-07 16:50:03;Marklendorf;216
2021-02-07 16:50:03;Ahlden;272
2021-02-07 16:50:03;Rethem;309
2021-02-07 16:50:03;Eitze;440
2021-02-07 17:50:20;Grafhorst;99 
2021-02-07 17:50:20;Brenneckenbrück;243
2021-02-07 17:50:20;Langlingen;379
2021-02-07 17:50:20;Celle;288
2021-02-07 17:50:20;Marklendorf;215
2021-02-07 17:50:20;Ahlden;271
2021-02-07 17:50:20;Rethem;308
2021-02-07 17:50:20;Eitze;440
2021-02-07 18:50:32;Grafhorst;112
2021-02-07 18:50:32;Brenneckenbrück;240
2021-02-07 18:50:32;Langlingen;378
2021-02-07 18:50:32;Celle;287
2021-02-07 18:50:32;Marklendorf;215
2021-02-07 18:50:32;Ahlden;270
2021-02-07 18:50:32;Rethem;307
2021-02-07 18:50:32;Eitze;440
2021-02-07 19:50:41;Grafhorst;116
2021-02-07 19:50:41;Brenneckenbrück;239
2021-02-07 19:50:41;Langlingen;378
2021-02-07 19:50:41;Celle;283
2021-02-07 19:50:41;Marklendorf;213
2021-02-07 19:50:41;Ahlden;267
2021-02-07 19:50:41;Rethem;306
2021-02-07 19:50:41;Eitze;439
2021-02-07 20:50:48;Grafhorst;116
2021-02-07 20:50:48;Brenneckenbrück;236
2021-02-07 20:50:48;Langlingen;378
2021-02-07 20:50:48;Celle;282
2021-02-07 20:50:48;Marklendorf;212
2021-02-07 20:50:48;Ahlden;266
2021-02-07 20:50:48;Rethem;305
2021-02-07 20:50:48;Eitze;439
2021-02-07 21:50:53;Grafhorst;115
2021-02-07 21:50:53;Brenneckenbrück;234
2021-02-07 21:50:53;Langlingen;377
2021-02-07 21:50:53;Celle;280
2021-02-07 21:50:53;Marklendorf;210
2021-02-07 21:50:53;Ahlden;265
2021-02-07 21:50:53;Rethem;304
2021-02-07 21:50:53;Eitze;439
2021-02-07 22:51:09;Grafhorst;113
2021-02-07 22:51:09;Brenneckenbrück;231
2021-02-07 22:51:09;Langlingen;376
2021-02-07 22:51:09;Celle;280
2021-02-07 22:51:09;Marklendorf;210
2021-02-07 22:51:09;Ahlden;265
2021-02-07 22:51:09;Rethem;304
2021-02-07 22:51:09;Eitze;439
2021-02-07 23:51:17;Grafhorst;111
2021-02-07 23:51:17;Brenneckenbrück;228
2021-02-07 23:51:17;Langlingen;376
2021-02-07 23:51:17;Celle;277
2021-02-07 23:51:17;Marklendorf;209
2021-02-07 23:51:17;Ahlden;263
2021-02-07 23:51:17;Rethem;303
2021-02-07 23:51:17;Eitze;438
2021-02-08 00:51:24;Grafhorst;111
2021-02-08 00:51:24;Brenneckenbrück;226
2021-02-08 00:51:24;Langlingen;376
2021-02-08 00:51:24;Celle;276
2021-02-08 00:51:24;Marklendorf;209
2021-02-08 00:51:24;Ahlden;262
2021-02-08 00:51:24;Rethem;303
2021-02-08 00:51:24;Eitze;438
2021-02-08 01:51:35;Grafhorst;116
2021-02-08 01:51:35;Brenneckenbrück;224
2021-02-08 01:51:35;Langlingen;375
2021-02-08 01:51:35;Celle;272
2021-02-08 01:51:35;Marklendorf;207
2021-02-08 01:51:35;Ahlden;260
2021-02-08 01:51:35;Rethem;301
2021-02-08 01:51:35;Eitze;436
2021-02-08 02:51:43;Grafhorst;117
2021-02-08 02:51:43;Brenneckenbrück;221
2021-02-08 02:51:43;Langlingen;375
2021-02-08 02:51:43;Celle;270
2021-02-08 02:51:43;Marklendorf;204
2021-02-08 02:51:43;Ahlden;259
2021-02-08 02:51:43;Rethem;300
2021-02-08 02:51:43;Eitze;436
2021-02-08 03:51:53;Grafhorst;112
2021-02-08 03:51:53;Brenneckenbrück;218
2021-02-08 03:51:53;Langlingen;374
2021-02-08 03:51:53;Celle;270
2021-02-08 03:51:53;Marklendorf;204
2021-02-08 03:51:53;Ahlden;259
2021-02-08 03:51:53;Rethem;300
2021-02-08 03:51:53;Eitze;436
2021-02-08 04:52:03;Grafhorst;112
2021-02-08 04:52:03;Brenneckenbrück;216
2021-02-08 04:52:03;Langlingen;373
2021-02-08 04:52:03;Celle;268
2021-02-08 04:52:03;Marklendorf;203
2021-02-08 04:52:03;Ahlden;257
2021-02-08 04:52:03;Rethem;300
2021-02-08 04:52:03;Eitze;436
2021-02-08 05:52:12;Grafhorst;112
2021-02-08 05:52:12;Brenneckenbrück;213
2021-02-08 05:52:12;Langlingen;373
2021-02-08 05:52:12;Celle;264
2021-02-08 05:52:12;Marklendorf;197
2021-02-08 05:52:12;Ahlden;254
2021-02-08 05:52:12;Rethem;300
2021-02-08 05:52:12;Eitze;436
2021-02-08 06:52:18;Grafhorst;111
2021-02-08 06:52:18;Brenneckenbrück;210
2021-02-08 06:52:18;Langlingen;372
2021-02-08 06:52:18;Celle;264
2021-02-08 06:52:18;Marklendorf;197
2021-02-08 06:52:18;Ahlden;254
2021-02-08 06:52:18;Rethem;300
2021-02-08 06:52:18;Eitze;436
2021-02-08 07:52:27;Grafhorst;109
2021-02-08 07:52:27;Brenneckenbrück;209
2021-02-08 07:52:27;Langlingen;371
2021-02-08 07:52:27;Celle;260
2021-02-08 07:52:27;Marklendorf;193
2021-02-08 07:52:27;Ahlden;251
2021-02-08 07:52:27;Rethem;293
2021-02-08 07:52:27;Eitze;432
2021-02-08 08:52:37;Grafhorst;111
2021-02-08 08:52:37;Brenneckenbrück;206
2021-02-08 08:52:37;Langlingen;372
2021-02-08 08:52:37;Celle;258
2021-02-08 08:52:37;Marklendorf;192
2021-02-08 08:52:37;Ahlden;249
2021-02-08 08:52:37;Rethem;292
2021-02-08 08:52:37;Eitze;432
2021-02-08 09:52:47;Grafhorst;111
2021-02-08 09:52:47;Brenneckenbrück;205
2021-02-08 09:52:47;Langlingen;371
2021-02-08 09:52:47;Celle;256
2021-02-08 09:52:47;Marklendorf;191
2021-02-08 09:52:47;Ahlden;247
2021-02-08 09:52:47;Rethem;290
2021-02-08 09:52:47;Eitze;431
2021-02-08 10:52:57;Grafhorst;112
2021-02-08 10:52:57;Brenneckenbrück;203
2021-02-08 10:52:57;Langlingen;370
2021-02-08 10:52:57;Celle;254
2021-02-08 10:52:57;Marklendorf;190
2021-02-08 10:52:57;Ahlden;245
2021-02-08 10:52:57;Rethem;289
2021-02-08 10:52:57;Eitze;430
2021-02-08 11:53:05;Grafhorst;114
2021-02-08 11:53:05;Brenneckenbrück;202
2021-02-08 11:53:05;Langlingen;373
2021-02-08 11:53:05;Celle;254
2021-02-08 11:53:05;Marklendorf;190
2021-02-08 11:53:05;Ahlden;245
2021-02-08 11:53:05;Rethem;289
2021-02-08 11:53:05;Eitze;430
2021-02-08 12:53:14;Grafhorst;119
2021-02-08 12:53:14;Brenneckenbrück;199
2021-02-08 12:53:14;Langlingen;373
2021-02-08 12:53:14;Celle;252
2021-02-08 12:53:14;Marklendorf;188
2021-02-08 12:53:14;Ahlden;243
2021-02-08 12:53:14;Rethem;287
2021-02-08 12:53:14;Eitze;429
2021-02-08 13:53:20;Grafhorst;119
2021-02-08 13:53:20;Brenneckenbrück;198
2021-02-08 13:53:20;Langlingen;372
2021-02-08 13:53:20;Celle;238
2021-02-08 13:53:20;Marklendorf;186
2021-02-08 13:53:20;Ahlden;239
2021-02-08 13:53:20;Rethem;284
2021-02-08 13:53:20;Eitze;427
2021-02-08 14:53:29;Grafhorst;120
2021-02-08 14:53:29;Brenneckenbrück;196
2021-02-08 14:53:29;Langlingen;372
2021-02-08 14:53:29;Celle;231
2021-02-08 14:53:29;Marklendorf;184
2021-02-08 14:53:29;Ahlden;238
2021-02-08 14:53:29;Rethem;282
2021-02-08 14:53:29;Eitze;426
2021-02-08 15:53:36;Grafhorst;120
2021-02-08 15:53:36;Brenneckenbrück;196
2021-02-08 15:53:36;Langlingen;372
2021-02-08 15:53:36;Celle;231
2021-02-08 15:53:36;Marklendorf;184
2021-02-08 15:53:36;Ahlden;236
2021-02-08 15:53:36;Rethem;281
2021-02-08 15:53:36;Eitze;425
2021-02-08 16:53:46;Grafhorst;123
2021-02-08 16:53:46;Brenneckenbrück;192
2021-02-08 16:53:46;Langlingen;371
2021-02-08 16:53:46;Celle;231
2021-02-08 16:53:46;Marklendorf;181
2021-02-08 16:53:46;Ahlden;234
2021-02-08 16:53:46;Rethem;279
2021-02-08 16:53:46;Eitze;424
2021-02-08 17:53:54;Grafhorst;125
2021-02-08 17:53:54;Brenneckenbrück;190
2021-02-08 17:53:54;Langlingen;371
2021-02-08 17:53:54;Celle;232
2021-02-08 17:53:54;Marklendorf;176
2021-02-08 17:53:54;Ahlden;232
2021-02-08 17:53:54;Rethem;278
2021-02-08 17:53:54;Eitze;423
2021-02-08 18:54:02;Grafhorst;126
2021-02-08 18:54:02;Brenneckenbrück;191
2021-02-08 18:54:02;Langlingen;369
2021-02-08 18:54:02;Celle;233
2021-02-08 18:54:02;Marklendorf;170
2021-02-08 18:54:02;Ahlden;231
2021-02-08 18:54:02;Rethem;276
2021-02-08 18:54:02;Eitze;422
2021-02-08 19:54:09;Grafhorst;127
2021-02-08 19:54:09;Brenneckenbrück;191
2021-02-08 19:54:09;Langlingen;369
2021-02-08 19:54:09;Celle;233
2021-02-08 19:54:09;Marklendorf;166
2021-02-08 19:54:09;Ahlden;229
2021-02-08 19:54:09;Rethem;275
2021-02-08 19:54:09;Eitze;421
2021-02-08 20:54:16;Grafhorst;127
2021-02-08 20:54:16;Brenneckenbrück;190
2021-02-08 20:54:16;Langlingen;368
2021-02-08 20:54:16;Celle;233
2021-02-08 20:54:16;Marklendorf;163
2021-02-08 20:54:16;Ahlden;225
2021-02-08 20:54:16;Rethem;273
2021-02-08 20:54:16;Eitze;416
2021-02-08 21:54:25;Grafhorst;126
2021-02-08 21:54:25;Brenneckenbrück;190
2021-02-08 21:54:25;Langlingen;367
2021-02-08 21:54:25;Celle;233
2021-02-08 21:54:25;Marklendorf;163
2021-02-08 21:54:25;Ahlden;224
2021-02-08 21:54:25;Rethem;271
2021-02-08 21:54:25;Eitze;418
2021-02-08 22:54:33;Grafhorst;126
2021-02-08 22:54:33;Brenneckenbrück;189
2021-02-08 22:54:33;Langlingen;366
2021-02-08 22:54:33;Celle;232
2021-02-08 22:54:33;Marklendorf;162
2021-02-08 22:54:33;Ahlden;222
2021-02-08 22:54:33;Rethem;270
2021-02-08 22:54:33;Eitze;416
2021-02-08 23:54:41;Grafhorst;126
2021-02-08 23:54:41;Brenneckenbrück;189
2021-02-08 23:54:41;Langlingen;365
2021-02-08 23:54:41;Celle;231
2021-02-08 23:54:41;Marklendorf;161
2021-02-08 23:54:41;Ahlden;220
2021-02-08 23:54:41;Rethem;268
